batchYear,breed,_id,sex,status
2016,RJF,60559,U,U
2016,RJF,60560,U,U
2016,RJF,60561,U,U
2016,RJF,60562,F,U
2016,RJF,60563,M,U
2016,RJF,60564,M,U
2016,RJF,60565,U,U
2016,RJF,60566,U,U
2016,RJF,60567,U,U
2016,RJF,60568,M,U
2016,RJF,60569,U,U
2016,RJF,60570,U,U
2016,RJF,60571,M,U
2016,RJF,60573,M,U
2016,RJF,60574,F,U
2016,RJF,60576,U,U
2016,RJF,60577,U,U
2016,RJF,60578,U,U
2016,RJF,60579,F,U
2016,RJF,60580,M,U
2016,RJF,60581,U,U
2016,RJF,60582,F,U
2016,RJF,60583,U,U
2016,RJF,60584,M,U
2016,RJF,60585,F,U
2016,RJF,60586,M,U
2016,RJF,60587,U,U
2016,RJF,60588,M,U
2016,RJF,60589,M,U
2016,RJF,60591,F,U
2016,RJF,60592,M,U
2016,RJF,60593,M,U
2016,RJF,60594,U,U
2016,RJF,60595,M,U
2016,RJF,60596,U,U
2016,RJF,60597,F,U
2016,RJF,60598,U,U
2016,RJF,60599,F,U
2016,RJF,60600,U,U
2016,RJF,60787,U,U
2016,RJF,60788,U,U
2016,RJF,60789,U,U
2016,RJF,60790,F,U
2016,RJF,60791,F,U
2016,RJF,60961,U,U
2016,RJF,60963,M,U
2016,RJF,60964,F,U
2016,RJF,60966,F,U
2016,RJF,60967,F,U
2016,RJF,60968,M,U
2016,RJF,60969,U,U
2016,RJF,60970,F,U
2016,RJF,60971,U,U
2016,RJF,60972,F,U
2016,RJF,60974,U,U
2016,RJF,60975,U,U
2016,RJF,60976,U,U
2016,RJF,60977,U,U
2016,RJF,60978,F,U
2016,RJF,60979,U,U
2016,RJF,60980,M,U
2016,RJF,60981,U,U
2016,RJF,60982,U,U
2016,RJF,60983,U,U
2016,RJF,60984,M,U
2016,RJF,60985,U,U
2016,RJF,60986,M,U
2016,RJF,60987,F,U
2016,RJF,60988,F,U
2016,RJF,60989,M,U
2016,RJF,60990,F,U
2016,RJF,60991,U,U
2016,RJF,60992,U,U
2016,RJF,60993,U,U
2016,RJF,60995,U,U
2016,RJF,60996,U,U
2016,RJF,60997,F,U
2016,RJF,60998,U,U
2016,RJF,60999,U,U
2016,RJF,61000,U,U
2016,RJF,63476,U,U
2016,RJF,63477,U,U
2016,RJF,63478,U,U
2016,RJF,63479,F,U
