"entry_id";"child";"parent"
6628;7880;60582
6629;7881;60582
6630;7882;60582
6631;7883;60381
6632;7884;60381
6633;7885;60381
6634;7886;60381
6635;7887;60381
6636;7888;60381
6637;7889;60585
6638;7890;60585
6639;7891;60585
6640;7892;60585
6641;7893;60585
6642;7894;60585
6643;7895;60585
6644;7896;60585
6645;7898;60585
6646;7899;0
6647;7902;60558
6648;7903;60558
6649;7904;60558
6650;7905;60558
6651;7906;60379
6652;7907;60978
6653;11801;22869
6654;11802;22705
6655;11803;22705
6656;11805;22705
6657;11806;22705
6658;11807;22834
6659;11808;22834
6660;11810;22723
6661;11811;22723
6662;11812;22723
6663;11813;22823
6664;11814;22728
6665;11815;22728
6666;11816;22721
6667;11817;22721
6668;11818;22721
6669;11819;22721
6670;11820;22874
6671;11821;22874
6672;11822;22729
6673;11823;22729
6674;11824;22812
6675;11825;22812
6676;11826;22812
6677;11827;22812
6678;11828;22722
6679;11829;22722
6680;11830;22852
6681;11831;22852
6682;11832;22803
6683;11833;22803
6684;11834;22803
6685;11835;22803
6686;11836;22737
6687;11837;22737
6688;11838;22737
6689;11839;22846
6690;11840;22846
6691;11841;22846
6692;11842;22846
6693;11843;22846
6694;11844;22846
6695;11845;22706
6696;11846;22706
6697;11847;22706
6698;11848;22706
6699;11849;22725
6700;11850;22715
6701;11851;22715
6702;11852;22715
6703;11853;22715
6704;11854;22715
6705;11855;22732
6706;11856;22732
6707;11857;22732
6708;11858;22732
6709;11859;22714
6710;11860;22714
6711;11861;22714
6712;11862;22817
6713;11863;22817
6714;11864;22817
6715;11865;22817
6716;11866;22817
6717;11867;22810
6718;11868;22810
6719;11869;22840
6720;11870;22840
6721;11871;22711
6722;11872;22711
6723;11873;22711
6724;11874;22711
6725;11875;22711
6726;11876;22870
6727;11877;22870
6728;11878;22870
6729;11879;22718
6730;11880;22718
6731;11881;22718
6732;11882;22718
6733;11883;22821
6734;11884;22821
6735;11885;22821
6736;11886;22821
6737;11887;22821
6738;11888;22837
6739;11889;22837
6740;11890;22837
6741;11891;22735
6742;11892;22735
6743;11893;22723
6744;11894;22705
6745;11895;22874
6746;11896;22874
6747;11897;22810
6748;11898;22870
6749;11899;22870
6750;11900;22870
6751;11901;22718
6752;11902;22718
6753;11903;22718
6754;11904;22821
6755;11905;22735
6756;11906;22735
6757;11907;22837
6758;11908;22837
6759;11909;22803
6760;11910;22725
6761;11911;22817
6762;11912;22721
6763;11913;22725
6764;11914;22837
6765;22701;2472
6766;22702;2472
6767;22703;2454
6768;22704;2426
6769;22705;2472
6770;22706;2425
6771;22707;3148
6772;22708;2471
6773;22709;2426
6774;22710;2425
6775;22711;2425
6776;22712;3152
6777;22713;2457
6778;22714;2457
6779;22715;3148
6780;22716;2471
6781;22717;3145
6782;22718;2426
6783;22719;2454
6784;22720;2457
6785;22721;2425
6786;22722;2401
6787;22723;2401
6788;22724;2401
6789;22725;2401
6790;22726;2401
6791;22727;2412
6792;22728;2401
6793;22729;2425
6794;22730;3145
6795;22731;2454
6796;22732;2454
6797;22733;2412
6798;22734;2425
6799;22735;2469
6800;22736;2471
6801;22737;2454
6802;22738;2472
6803;22739;2401
6804;22801;2472
6805;22802;2426
6806;22803;2412
6807;22804;0
6808;22805;2426
6809;22806;2461
6810;22807;2426
6811;22808;2461
6812;22809;2461
6813;22810;2461
6814;22812;2461
6815;22813;3152
6816;22814;2472
6817;22815;3152
6818;22816;3169
6819;22817;2404
6820;22819;3152
6821;22820;2471
6822;22821;2412
6823;22822;2412
6824;22823;2412
6825;22824;3152
6826;22825;2453
6827;22826;2404
6828;22827;3148
6829;22828;2461
6830;22829;2469
6831;22830;2453
6832;22831;3144
6833;22832;3148
6834;22833;2469
6835;22834;2407
6836;22835;3148
6837;22836;2401
6838;22837;2401
6839;22838;3152
6840;22839;2472
6841;22840;3152
6842;22841;3152
6843;22842;2453
6844;22843;2404
6845;22845;0
6846;22846;2453
6847;22847;2404
6848;22848;2407
6849;22849;2407
6850;22850;2469
6851;22851;2412
6852;22852;2453
6853;22853;3169
6854;22854;3169
6855;22855;3152
6856;22856;2471
6857;22857;3169
6858;22858;3144
6859;22859;2471
6860;22860;2469
6861;22861;3144
6862;22862;2407
6863;22863;3148
6864;22864;2404
6865;22865;2469
6866;22866;3148
6867;22867;2469
6868;22868;2404
6869;22869;2454
6870;22870;2412
6871;22871;2454
6872;22872;3144
6873;22873;3152
6874;22874;2469
6875;22875;3148
6876;22876;2425
6877;22877;3144
6878;22878;2469
6879;34451;0
6880;34452;0
6881;34453;0
6882;34454;0
6883;34455;0
6884;34456;0
6885;34458;0
6886;34459;0
6887;34460;0
6888;34461;0
6889;34462;0
6890;34463;0
6891;34464;0
6892;34465;0
6893;34466;0
6894;34467;0
6895;34468;0
6896;34469;0
6897;34470;0
6898;34471;0
6899;34472;0
6900;34473;0
6901;34474;0
6902;34475;0
6903;34476;0
6904;34477;0
6905;34478;0
6906;34479;0
6907;34480;0
6908;34481;0
6909;34482;0
6910;34484;0
6911;34485;0
6912;34486;0
6913;34487;0
6914;34488;0
6915;34490;0
6916;34491;0
6917;34492;0
6918;34493;0
6919;34494;0
6920;34495;0
6921;34496;0
6922;34497;0
6923;34498;0
6924;34499;0
6925;34500;0
6926;34599;0
6927;34678;0
6928;34679;0
6929;34680;0
6930;34681;0
6931;34682;0
6932;34683;0
6933;34685;0
6934;34686;0
6935;34687;0
6936;34688;0
6937;34689;0
6938;34690;0
6939;34691;0
6940;34692;0
6941;58801;11881
6942;58802;11881
6943;58803;11881
6944;58804;11881
6945;58805;11878
6946;58806;11878
6947;58807;11878
6948;58808;11878
6949;58809;11878
6950;58810;11878
6951;58811;11907
6952;58812;11907
6953;58813;11907
6954;58814;11907
6955;58815;11862
6956;58816;11862
6957;58817;11862
6958;58818;11862
6959;58819;11862
6960;58820;11824
6961;58821;11824
6962;58822;11824
6963;58823;11824
6964;58824;11824
6965;58825;11835
6966;58826;11835
6967;58827;11835
6968;58828;11835
6969;58829;11835
6970;58830;11835
6971;58831;11891
6972;58832;11891
6973;58833;11891
6974;58834;11891
6975;58835;11891
6976;58836;11891
6977;58837;11876
6978;58838;11876
6979;58839;11876
6980;58840;11876
6981;58841;11876
6982;58842;11876
6983;58843;11872
6984;58844;11835
6985;58845;11869
6986;58846;11869
6987;58847;11869
6988;58848;11869
6989;58849;11869
6990;58850;11869
6991;58851;11882
6992;58852;11882
6993;58853;11882
6994;58854;11882
6995;58855;11882
6996;58856;11829
6997;58857;11829
6998;58858;11829
6999;58859;11829
7000;58860;11829
7001;58861;11829
7002;58862;11833
7003;58863;11833
7004;58864;11833
7005;58865;11833
7006;58866;11833
7007;58867;11833
7008;58868;11908
7009;58869;11908
7010;58870;11908
7011;58871;11908
7012;58872;11908
7013;58873;11827
7014;58874;11827
7015;58875;11827
7016;58876;11827
7017;58877;11827
7018;58878;11885
7019;58879;11885
7020;58880;11885
7021;58881;11885
7022;58882;11837
7023;58883;11837
7024;58884;11837
7025;58885;11837
7026;58886;11837
7027;58887;11837
7028;58888;11845
7029;58889;11845
7030;58890;11845
7031;58891;11845
7032;58892;11845
7033;58893;11845
7034;58894;11823
7035;58895;11823
7036;58896;11823
7037;58897;11823
7038;58898;11823
7039;58899;11823
7040;58900;11884
7041;58901;11884
7042;58902;11884
7043;58903;11884
7044;58904;11914
7045;58905;11914
7046;58906;11914
7047;58907;11914
7048;58908;11914
7049;58909;11909
7050;58910;11909
7051;58911;11909
7052;58912;11909
7053;58913;11909
7054;58914;11909
7055;58915;11843
7056;58916;11843
7057;58917;11843
7058;58918;11843
7059;58919;11843
7060;58920;11843
7061;58921;2294
7062;58922;2294
7063;58923;2294
7064;58924;2294
7065;58925;2294
7066;58926;11890
7067;58927;11890
7068;58928;11890
7069;58929;11890
7070;58930;11831
7071;58931;11831
7072;58932;11831
7073;58933;11831
7074;58934;11831
7075;58935;11808
7076;58936;11808
7077;58937;11808
7078;58938;11808
7079;58939;11808
7080;58940;11879
7081;58941;11879
7082;58942;11879
7083;58943;11879
7084;58944;11879
7085;58945;11879
7086;58946;11862
7087;58947;11882
7088;58948;11827
7089;60376;58930
7090;60377;58930
7091;60378;58930
7092;60379;58930
7093;60380;58818
7094;60381;58829
7095;60382;58829
7096;60383;58829
7097;60384;58829
7098;60385;58829
7099;60386;58810
7100;60387;58810
7101;60388;58810
7102;60389;58810
7103;60390;58810
7104;60391;58821
7105;60392;58821
7106;60393;58821
7107;60394;58821
7108;60395;58821
7109;60396;58821
7110;60397;58839
7111;60398;58839
7112;60399;58839
7113;60400;58839
7114;60534;58810
7115;60535;58819
7116;60536;58819
7117;60537;58819
7118;60538;58905
7119;60539;58905
7120;60540;58905
7121;60542;58917
7122;60543;58917
7123;60544;58917
7124;60545;58812
7125;60546;58812
7126;60547;58812
7127;60548;58812
7128;60549;58819
7129;60550;58819
7130;60551;58819
7131;60552;58819
7132;60553;58812
7133;60554;58812
7134;60555;58812
7135;60556;58807
7136;60557;58807
7137;60558;58807
7138;60559;58888
7139;60560;58888
7140;60561;58933
7141;60562;58834
7142;60563;58834
7143;60564;58834
7144;60565;58807
7145;60566;58807
7146;60567;58937
7147;60568;58937
7148;60569;58937
7149;60570;58937
7150;60571;58937
7151;60573;58917
7152;60574;58917
7153;60576;58917
7154;60577;58917
7155;60578;58815
7156;60579;58933
7157;60580;58933
7158;60581;58933
7159;60582;58933
7160;60583;58933
7161;60584;58933
7162;60585;58905
7163;60586;58813
7164;60587;58813
7165;60588;58829
7166;60589;58829
7167;60591;58829
7168;60592;58812
7169;60593;58834
7170;60594;58834
7171;60595;58834
7172;60596;58834
7173;60597;58859
7174;60598;58948
7175;60599;58930
7176;60600;58930
7177;60787;58942
7178;60788;58942
7179;60789;58942
7180;60790;58942
7181;60791;58942
7182;60961;58937
7183;60963;58901
7184;60964;58948
7185;60966;58807
7186;60967;58938
7187;60968;58938
7188;60969;58933
7189;60970;58933
7190;60971;58815
7191;60972;58815
7192;60974;58815
7193;60975;58815
7194;60976;58815
7195;60977;58815
7196;60978;58821
7197;60979;58821
7198;60980;58821
7199;60981;58821
7200;60982;58859
7201;60983;58859
7202;60984;58859
7203;60985;58859
7204;60986;58818
7205;60987;58818
7206;60988;58818
7207;60989;58818
7208;60990;58818
7209;60991;58818
7210;60992;58818
7211;60993;58818
7212;60995;58937
7213;60996;58937
7214;60997;58810
7215;60998;58810
7216;60999;58810
7217;61000;58810
7218;63476;58917
7219;63477;58917
7220;63478;58948
7221;63479;58815
