"Year";"BatchID";"MotherID";"FatherID";"ChickenID";"Sex";"Species";"Species_Latin"
2019;"";7735;7904;1101;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7910;7708;1102;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7739;1104;"F";"Red Junglefowl";"G. g. gallus"
2020;"";2057;2009;1105;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;1106;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;1107;"";"Red Junglefowl";"G. g. gallus"
2020;"";2040;2078;1108;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;1109;"";"Red Junglefowl";"G. g. gallus"
2020;"";2089;2006;1110;"";"Red Junglefowl";"G. g. gallus"
2020;"";2090;2086;1111;"";"Red Junglefowl";"G. g. gallus"
2020;"";2027;2046;1112;"";"Red Junglefowl";"G. g. gallus"
2020;"";2038;2015;1113;"";"Red Junglefowl";"G. g. gallus"
2020;"";2038;2015;1114;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1115;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;1116;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1117;"";"Red Junglefowl";"G. g. gallus"
2020;"";2075;2091;1118;"";"Red Junglefowl";"G. g. gallus"
2020;"";2070;2035;1119;"";"Red Junglefowl";"G. g. gallus"
2020;"";2094;2019;1120;"";"Red Junglefowl";"G. g. gallus"
2020;"";2034;2024;1121;"";"Red Junglefowl";"G. g. gallus"
2020;"";2012;2073;1122;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1123;"";"Red Junglefowl";"G. g. gallus"
2020;"";2040;2078;1124;"";"Red Junglefowl";"G. g. gallus"
2020;"";2087;2072;1125;"";"Red Junglefowl";"G. g. gallus"
2019;"";0;7809;1126;"M";"Red Junglefowl";"G. g. gallus"
2020;"";2012;2073;1127;"";"Red Junglefowl";"G. g. gallus"
2020;"";2087;2072;1128;"";"Red Junglefowl";"G. g. gallus"
2020;"";2030;2016;1129;"";"Red Junglefowl";"G. g. gallus"
2020;"";2030;2016;1130;"";"Red Junglefowl";"G. g. gallus"
2020;"";2056;2053;1131;"";"Red Junglefowl";"G. g. gallus"
2020;"";2040;2078;1132;"";"Red Junglefowl";"G. g. gallus"
2020;"";2057;2009;1133;"";"Red Junglefowl";"G. g. gallus"
2020;"";2048;2083;1134;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1135;"";"Red Junglefowl";"G. g. gallus"
2020;"";2075;2091;1136;"";"Red Junglefowl";"G. g. gallus"
2020;"";2030;2016;1137;"";"Red Junglefowl";"G. g. gallus"
2020;"";2054;1101;1138;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1139;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;1140;"";"Red Junglefowl";"G. g. gallus"
2020;"";2034;2024;1141;"";"Red Junglefowl";"G. g. gallus"
2020;"";2020;2001;1142;"";"Red Junglefowl";"G. g. gallus"
2020;"";2040;2078;1143;"";"Red Junglefowl";"G. g. gallus"
2020;"";2007;2026;1145;"";"Red Junglefowl";"G. g. gallus"
2019;"";7896;7914;2001;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7896;7914;2002;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7896;7914;2003;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2004;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2005;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2006;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2007;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2008;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2009;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7748;7713;2010;"";"Red Junglefowl";"G. g. gallus"
2019;"";0;7909;2011;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2012;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2013;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2014;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2015;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2016;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7753;2017;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7753;2018;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7753;2019;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2020;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2021;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2022;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2023;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2024;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2025;"";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2026;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2027;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2028;"";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2029;"";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2030;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2031;"";"Red Junglefowl";"G. g. gallus"
2019;"";0;7909;2032;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7702;7169;2033;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7702;7169;2034;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7702;7169;2035;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2036;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2037;"";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2038;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2039;"";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2040;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;7809;2041;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2042;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7749;7786;2044;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;7738;2045;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;7738;2046;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7749;7786;2047;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7749;7786;2048;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7749;7786;2049;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7754;7905;2050;"";"Red Junglefowl";"G. g. gallus"
2019;"";7874;0;2051;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7874;0;2052;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7874;0;2053;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7770;0;2054;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7770;0;2055;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7770;0;2056;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2057;"";"Red Junglefowl";"G. g. gallus"
2019;"";7770;0;2058;"";"Red Junglefowl";"G. g. gallus"
2019;"";7789;7809;2059;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2060;"";"Red Junglefowl";"G. g. gallus"
2019;"";7872;7750;2061;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7789;7809;2062;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7789;7809;2063;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7789;7809;2064;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7789;7809;2065;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7910;7708;2066;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7910;7708;2068;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7740;0;2069;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7740;0;2070;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7740;0;2071;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7740;0;2072;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2073;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2074;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2075;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2076;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2077;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7758;7862;2078;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7739;2079;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;7739;2081;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7735;7904;2082;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7735;7904;2083;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7735;7904;2085;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7735;7904;2086;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7735;7904;2087;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7893;7793;2088;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7893;7793;2089;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7893;7793;2090;"F";"Red Junglefowl";"G. g. gallus"
2019;"";7893;7793;2091;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7893;7793;2092;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2093;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2094;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2095;"F";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2096;"M";"Red Junglefowl";"G. g. gallus"
2019;"";0;0;2097;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7907;7709;2098;"M";"Red Junglefowl";"G. g. gallus"
2019;"";7874;0;2099;"";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2401;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2402;"";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2403;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2404;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2405;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2406;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2407;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2409;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2410;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2411;"";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2412;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2413;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2414;"";"Red Junglefowl";"G. g. gallus"
2012;"";34488;34471;2415;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2416;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2417;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2418;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2419;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2420;"";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2421;"";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2422;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2423;"";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2424;"";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2425;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;2426;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34466;2427;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2428;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2429;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2430;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2431;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2432;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2433;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2434;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2435;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2436;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2437;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2438;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2439;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2440;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2441;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2442;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2443;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2444;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2445;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;2446;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;2447;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2448;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2449;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2450;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2451;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2452;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;2453;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;2454;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;2455;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;2456;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;2457;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2458;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34467;2459;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34500;2460;"";"Red Junglefowl";"G. g. gallus"
2012;"";0;34468;2461;"F";"Red Junglefowl";"G. g. gallus"
2012;"";0;34468;2462;"";"Red Junglefowl";"G. g. gallus"
2012;"";0;34468;2463;"";"Red Junglefowl";"G. g. gallus"
2012;"";0;34468;2464;"";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34466;2465;"";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34466;2466;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34480;2467;"";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2468;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2469;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34451;2471;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2472;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34472;34460;2473;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34490;34683;2474;"";"Red Junglefowl";"G. g. gallus"
2012;"";34469;34491;3125;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34460;3126;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34460;3127;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34460;3128;"";"Red Junglefowl";"G. g. gallus"
2012;"";34495;34460;3129;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;3130;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;3131;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;3132;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;3133;"";"Red Junglefowl";"G. g. gallus"
2012;"";34691;34485;3134;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;3135;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;3136;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;3137;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;3138;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3139;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3140;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3141;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3142;"";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3143;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34462;34467;3144;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34497;34500;3145;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34497;34500;3146;"";"Red Junglefowl";"G. g. gallus"
2012;"";34497;34500;3147;"";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34471;3148;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34471;3150;"";"Red Junglefowl";"G. g. gallus"
2012;"";34487;34480;3151;"";"Red Junglefowl";"G. g. gallus"
2012;"";34487;34480;3152;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34487;34480;3153;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34487;34480;3154;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34459;34477;3155;"";"Red Junglefowl";"G. g. gallus"
2012;"";34459;34477;3156;"";"Red Junglefowl";"G. g. gallus"
2012;"";34459;34477;3157;"";"Red Junglefowl";"G. g. gallus"
2012;"";34459;34477;3158;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34474;3159;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34474;3160;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34474;3161;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34474;3162;"";"Red Junglefowl";"G. g. gallus"
2012;"";34473;34474;3163;"";"Red Junglefowl";"G. g. gallus"
2012;"";34486;34458;3164;"";"Red Junglefowl";"G. g. gallus"
2012;"";34486;34458;3165;"";"Red Junglefowl";"G. g. gallus"
2012;"";34486;34458;3166;"";"Red Junglefowl";"G. g. gallus"
2012;"";34486;34458;3168;"";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34466;3169;"F";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34466;3170;"M";"Red Junglefowl";"G. g. gallus"
2012;"";34484;34466;3171;"";"Red Junglefowl";"G. g. gallus"
2012;"";0;34468;3172;"";"Red Junglefowl";"G. g. gallus"
2012;"";34465;34492;3173;"";"Red Junglefowl";"G. g. gallus"
2012;"";34453;34471;3174;"";"Red Junglefowl";"G. g. gallus"
2012;"";34486;34458;3175;"";"Red Junglefowl";"G. g. gallus"
2020;"";2054;1101;5701;"";"Red Junglefowl";"G. g. gallus"
2020;"";2054;1101;5702;"";"Red Junglefowl";"G. g. gallus"
2020;"";2054;1101;5704;"";"Red Junglefowl";"G. g. gallus"
2020;"";2054;1101;5705;"";"Red Junglefowl";"G. g. gallus"
2020;"";0;0;5706;"";"Red Junglefowl";"G. g. gallus"
2020;"";0;0;5707;"";"Red Junglefowl";"G. g. gallus"
2020;"";2045;2017;5710;"";"Red Junglefowl";"G. g. gallus"
2020;"";2045;2017;5711;"";"Red Junglefowl";"G. g. gallus"
2020;"";2045;2017;5712;"";"Red Junglefowl";"G. g. gallus"
2020;"";2045;2017;5713;"";"Red Junglefowl";"G. g. gallus"
2020;"";2048;2083;5716;"";"Red Junglefowl";"G. g. gallus"
2020;"";2048;2083;5717;"";"Red Junglefowl";"G. g. gallus"
2020;"";2090;2086;5718;"";"Red Junglefowl";"G. g. gallus"
2020;"";2090;2086;5719;"";"Red Junglefowl";"G. g. gallus"
2020;"";2090;2086;5720;"";"Red Junglefowl";"G. g. gallus"
2020;"";2089;2006;5723;"";"Red Junglefowl";"G. g. gallus"
2020;"";2027;2046;5724;"";"Red Junglefowl";"G. g. gallus"
2020;"";2027;2046;5725;"";"Red Junglefowl";"G. g. gallus"
2020;"";2027;2046;5726;"";"Red Junglefowl";"G. g. gallus"
2020;"";2070;2035;5728;"";"Red Junglefowl";"G. g. gallus"
2020;"";2057;2009;5730;"";"Red Junglefowl";"G. g. gallus"
2020;"";2030;2016;5733;"";"Red Junglefowl";"G. g. gallus"
2020;"";2030;2016;5734;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;5738;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;5739;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;5742;"";"Red Junglefowl";"G. g. gallus"
2020;"";2005;2088;5743;"";"Red Junglefowl";"G. g. gallus"
2020;"";2012;2073;5744;"";"Red Junglefowl";"G. g. gallus"
2020;"";2012;2073;5746;"";"Red Junglefowl";"G. g. gallus"
2020;"";2012;2073;5748;"";"Red Junglefowl";"G. g. gallus"
2020;"";2007;2026;5749;"";"Red Junglefowl";"G. g. gallus"
2020;"";2007;2026;5755;"";"Red Junglefowl";"G. g. gallus"
2020;"";2056;2053;5758;"";"Red Junglefowl";"G. g. gallus"
2020;"";2044;2061;5763;"";"Red Junglefowl";"G. g. gallus"
2020;"";2094;2019;5769;"";"Red Junglefowl";"G. g. gallus"
2020;"";2094;2019;5770;"";"Red Junglefowl";"G. g. gallus"
2020;"";2020;2001;5772;"";"Red Junglefowl";"G. g. gallus"
2020;"";2075;2091;5773;"";"Red Junglefowl";"G. g. gallus"
2020;"";2020;2001;5774;"";"Red Junglefowl";"G. g. gallus"
2020;"";2022;2098;5776;"";"Red Junglefowl";"G. g. gallus"
2020;"";2022;2098;5777;"";"Red Junglefowl";"G. g. gallus"
2020;"";2022;2098;5778;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;5779;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5780;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;5781;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;5782;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5783;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5784;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5785;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5786;"";"Red Junglefowl";"G. g. gallus"
2020;"";2002;2008;5787;"";"Red Junglefowl";"G. g. gallus"
2020;"";1104;2064;5788;"";"Red Junglefowl";"G. g. gallus"
2020;"";2070;2035;5790;"";"Red Junglefowl";"G. g. gallus"
2020;"";2003;2059;5791;"";"Red Junglefowl";"G. g. gallus"
2020;"";2034;2024;5794;"";"Red Junglefowl";"G. g. gallus"
2020;"";0;0;5795;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;5796;"";"Red Junglefowl";"G. g. gallus"
2020;"";2087;2072;5798;"";"Red Junglefowl";"G. g. gallus"
2020;"";2094;2019;5799;"";"Red Junglefowl";"G. g. gallus"
2020;"";2023;2004;5800;"";"Red Junglefowl";"G. g. gallus"
2017;"";60548;60989;7701;"";"Red Junglefowl";"G. g. gallus"
2017;"";60548;60989;7702;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60548;60989;7704;"";"Red Junglefowl";"G. g. gallus"
2017;"";60548;60989;7705;"";"Red Junglefowl";"G. g. gallus"
2017;"";60558;60387;7707;"";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7708;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7709;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7710;"";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7711;"";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7712;"";"Red Junglefowl";"G. g. gallus"
2017;"";60536;60573;7713;"M";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7714;"";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7715;"";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7716;"";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7717;"";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7718;"";"Red Junglefowl";"G. g. gallus"
2017;"";63479;60588;7719;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7720;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7721;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7722;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7723;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7724;"";"Red Junglefowl";"G. g. gallus"
2017;"";60558;60387;7725;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7727;"";"Red Junglefowl";"G. g. gallus"
2017;"";60562;60580;7728;"";"Red Junglefowl";"G. g. gallus"
2017;"";0;0;7729;"";"Red Junglefowl";"G. g. gallus"
2017;"";0;0;7730;"";"Red Junglefowl";"G. g. gallus"
2017;"";0;0;7731;"";"Red Junglefowl";"G. g. gallus"
2017;"";60378;60564;7732;"";"Red Junglefowl";"G. g. gallus"
2017;"";60378;60564;7733;"";"Red Junglefowl";"G. g. gallus"
2017;"";60378;60564;7735;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60378;60564;7736;"";"Red Junglefowl";"G. g. gallus"
2017;"";60378;60564;7737;"";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7738;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7739;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7740;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7741;"";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7742;"";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7744;"";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7745;"";"Red Junglefowl";"G. g. gallus"
2017;"";60990;60397;7746;"";"Red Junglefowl";"G. g. gallus"
2017;"";60389;60556;7747;"";"Red Junglefowl";"G. g. gallus"
2017;"";60389;60556;7748;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60389;60556;7749;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60574;60571;7750;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60574;60571;7752;"";"Red Junglefowl";"G. g. gallus"
2017;"";60574;60571;7753;"M";"Red Junglefowl";"G. g. gallus"
2017;"";60574;60571;7754;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60574;60571;7755;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7756;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7757;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7758;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7759;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7760;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7761;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7762;"";"Red Junglefowl";"G. g. gallus"
2017;"";60988;60383;7763;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7764;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7765;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7766;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7768;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7769;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7770;"F";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7772;"";"Red Junglefowl";"G. g. gallus"
2017;"";60395;60563;7773;"";"Red Junglefowl";"G. g. gallus"
2017;"";60966;60592;7774;"";"Red Junglefowl";"G. g. gallus"
